 OXN dry deposition
 ARC            
      year       AT       BA       BE       BG       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       GR       HR       HU       IE       IT       LT       LU       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA      ATL      BAS      BLS      MED      NOS      BIC
        2005   3.81084085E-02   6.14731619E-03   6.69894889E-02  0.199621871       3.03894971E-02   7.68435225E-02  0.882711232      0.300081015       6.96579590E-02  0.118495181      0.576694310      0.309325159      0.319050848       8.11438169E-03   3.76923680E-02   5.02330326E-02   9.04746726E-02   7.69159496E-02   5.35334498E-02   1.77820381E-02  0.135428980       9.03692916E-02  0.718095899       9.67578217E-02   1.86304245E-02  0.434270531      0.640558004       1.00992182E-02   2.03540344E-02   9.08846967E-03  0.457985222    
        2006   3.38056050E-02   1.20913042E-02  0.104605384      0.216228664       3.62611897E-02  0.119504616       1.00216138      0.176735401       7.80317858E-02  0.142895952      0.656196356      0.422893167      0.231653661       1.67302750E-02   6.34346902E-02   2.88543291E-02  0.108867064      0.182728395       9.13330987E-02   7.07517890E-03  0.139729634       6.09644242E-02  0.796199918       4.45596091E-02   1.83172747E-02  0.324309021      0.484505415       9.23811272E-03   2.87884027E-02   3.46587063E-03  0.113935150    
        2007   4.55924198E-02   8.18595663E-03   5.45613840E-02  0.210210517       2.30128579E-02   7.96681717E-02  0.566612601      0.139959410       7.40385279E-02   9.73502025E-02  0.637631416      0.195613429      0.155115321       1.46512836E-02   4.48430777E-02   1.98345128E-02   7.32628852E-02  0.122635536       7.24101737E-02   1.48203475E-02   9.37685668E-02  0.157783821      0.516260922      0.109863199       1.93449315E-02  0.282258749      0.802936912       9.59878135E-03   3.48424204E-02   7.57467449E-02  0.205784634    
        2008   9.59360376E-02   1.52734583E-02   4.78582121E-02  0.193490312       4.28646915E-02   9.45837796E-02  0.747054696      0.210675031       5.48985004E-02   1.74066089E-02  0.770275176      0.248176828      0.206402466       2.14232672E-02   5.49103059E-02   3.65266204E-02  0.130570158       9.19398293E-02   6.24219105E-02   1.44778788E-02  0.101116352      0.101724513      0.510204017       9.19197947E-02   2.06908453E-02  0.225042701      0.726755798       1.71098188E-02   3.89480814E-02   4.37548151E-03  0.152645975    
        2009   6.18917868E-02   9.42111015E-03   4.39787954E-02  0.291030139       3.01107951E-02   9.47837159E-02  0.679832458      0.163297996      0.135919869       4.87924963E-02  0.876969814      0.236247987      0.144682720       2.25019734E-02   5.34466282E-02   2.55172309E-02   6.85873479E-02  0.168753877      0.145256937       4.12183069E-03   8.36308375E-02   8.99607390E-02  0.729237080       2.55238935E-02   1.16903847E-02  0.344680458      0.679431438       1.65697578E-02   3.24051976E-02   1.12853060E-02  0.106139466    
        2010   7.86461011E-02   1.39178243E-02   5.44459224E-02  0.507597208       2.92589925E-02  0.104167849      0.803593338      0.255613029      0.120777130       7.35432506E-02   1.21070123      0.332485735      0.150942430       2.31153369E-02   7.10588396E-02   1.88698657E-02   6.71693236E-02  0.178423867      0.144001141       2.05641687E-02  0.102847755       9.42817926E-02  0.771945417      0.100686207       2.92250346E-02  0.628124535      0.899007201       9.54475626E-03   4.90512438E-02   1.03882598E-02   9.61049050E-02
        2011   4.01386321E-02   5.29017206E-03  0.125103593      0.238398820       3.95346247E-02  0.122085124       1.16911900      0.308427572       6.85955361E-02   4.82704192E-02  0.625111639      0.498929709      0.329958171       1.17391516E-02   5.83046526E-02   4.61181551E-02   2.21980475E-02  0.134371042       7.09145069E-02   1.08497217E-02  0.220508501      0.117368005      0.862982571       7.56350383E-02   2.36141123E-02  0.231760368      0.943862677       4.75345366E-03   3.39964740E-02   8.41191912E-04   2.37201676E-02
        2012   6.64906800E-02   4.23466275E-03   8.77594650E-02  0.319561094       3.00358925E-02  0.115365669       1.01105773      0.328325748      0.144044742       3.66932005E-02   1.04642093      0.306837320      0.224568814       1.51410345E-02   4.47783135E-02   3.38556319E-02   3.95664461E-02  0.233718395      0.160194963       8.45510978E-03  0.149737641      0.122805826       1.24965239       4.01767865E-02   1.31732887E-02  0.492106944      0.974811435       9.43837687E-03   3.93773541E-02   4.80007706E-03   2.74142344E-02
        2013   1.75166652E-02   4.73276479E-03   4.64635715E-02  0.202601910       1.23300105E-02   5.53627461E-02  0.679905593      0.249930173       9.08580124E-02  0.125087425      0.630272090      0.252453506      0.162215188       7.44697172E-03   2.42793299E-02   2.30429284E-02   2.37679984E-02   8.38109776E-02   5.39632291E-02   1.28405110E-03  0.109950870      0.105479933      0.368075281       1.06427046E-02   1.76574048E-02  0.277334809      0.734248638       5.30772796E-03   8.78123380E-03   4.55949502E-03  0.161537141    
        2014   2.51636524E-02   4.63560363E-03   8.43437910E-02  0.313904673       2.08121575E-02   6.15395084E-02  0.910348237      0.198466614      0.114989057       7.58628324E-02  0.597809374      0.296596199      0.166847751       8.88144411E-03   5.51396422E-02   2.02471875E-02   3.86980698E-02  0.175817430      0.102681607       9.66948457E-03  0.182363138       5.75894341E-02  0.639536083       8.11564699E-02   3.86751033E-02  0.419066906      0.708077252       7.53711676E-03   3.42788845E-02   3.45067717E-02  0.294258684    
        2015   2.51105353E-02   4.62581869E-03   8.41657519E-02  0.313242048       2.07682271E-02   6.14096075E-02  0.908426642      0.198047668      0.114746325       7.57026970E-02  0.596547425      0.295970112      0.166495562       8.86269659E-03   5.50232530E-02   2.02044472E-02   3.86163853E-02  0.175446302      0.102464862       9.64907371E-03  0.181978196       5.74678704E-02  0.638186097       8.09851587E-02   3.85934673E-02  0.418182284      0.706582546       7.52120651E-03   3.42065282E-02   3.44339348E-02  0.293637544    
        2016   2.71404441E-02   8.34972691E-03   4.90247086E-02  0.232125387       1.00660054E-02   9.27293971E-02  0.994013429      0.239834085      0.101377346       5.92056960E-02  0.518818855      0.200435713      0.151934773       1.30192675E-02   5.19352369E-02   2.30769720E-02   1.75509658E-02  0.143351987       8.70464668E-02   4.53623012E-03  0.120659903       8.70474428E-02  0.820573986       3.56013589E-02   2.52588429E-02  0.497190326      0.766416609       6.72113430E-03   3.12637277E-02   5.34028979E-03  0.132852912    
        2017   2.88918540E-02   5.42833935E-03   6.90618083E-02  0.189360604       1.65539812E-02   9.50212404E-02  0.835380316      0.252567321       4.25583869E-02  0.140216365      0.419831723      0.431711853      0.319699526       8.96418653E-03   4.65675443E-02   4.37361151E-02   1.90456547E-02  0.104470715       5.65511622E-02   3.80252628E-03  0.157017782      0.102303244      0.755294681       3.71458642E-02   2.30531301E-02  0.181278810      0.743646622       5.93605172E-03   1.82283036E-02   8.05274583E-03   7.81206489E-02
        2018   3.68047133E-02   1.49748437E-02   6.68003708E-02  0.252542615       1.24382535E-02  0.104884550      0.816949427      0.185616389       6.74549341E-02   4.15167697E-02  0.505433321      0.185506165      0.198849544       1.75878499E-02   7.59135857E-02   3.86999659E-02   4.81280237E-02  0.155014202       8.03904980E-02   3.68259251E-02  0.127042904       8.83107260E-02  0.848338902      0.108987480       6.97029233E-02  0.504675150      0.574232936       9.38522909E-03   4.25008759E-02   2.57870890E-02  0.249503151    
        2019   4.43484932E-02   1.53770428E-02   5.40654734E-02  0.377012491       3.30949202E-02  0.101493485      0.721307695      0.222070828       6.30978271E-02   5.58920242E-02  0.554311037      0.201491177      0.187673971       1.79515593E-02   8.14370662E-02   5.16497642E-02   8.11636522E-02  0.168086156      0.104968235       2.68041920E-02  0.136246696      0.117286466      0.861075997      0.128108099       5.90685420E-02  0.489303112      0.793279290       9.86483041E-03   4.37141284E-02   9.38607380E-02  0.344195724    
        2020   2.50996947E-02   8.04986805E-03   7.31444284E-02  0.268486947       1.49546787E-02   8.51976126E-02  0.732134581      0.219308227       5.77833541E-02   5.39247505E-02  0.341440767      0.289161623      0.166767105       8.49536527E-03   3.39443572E-02   2.58022565E-02   2.83728950E-02  0.215186417       9.30473059E-02   1.88418217E-02  0.119387433      0.110188313      0.608258605      0.101565272       4.86508906E-02  0.308903873      0.715913236       5.16549917E-03   1.98991410E-02   8.39841291E-02  0.284439355    
 GUF            
      year       AT       BA       BE       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       HR       HU       IE       IT       LT       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA
        1995   3.27656716E-02   5.79846976E-03   5.20608053E-02  0.322764695       2.60995030E-02  0.124445632      0.782544792      0.264748454      0.330232739       3.35008800E-02  0.167960390      0.236126214      0.251095474       1.33401863E-02   6.09908961E-02   2.83068158E-02   9.65724736E-02  0.139655605      0.114594460       2.65433360E-02  0.122288018       3.72650921E-02  0.721222639       7.94261172E-02   1.42139941E-02  0.715452015      0.239812478       1.04976082E-02   4.02999818E-02   3.03990282E-02  0.351374924    
        1996   6.02852069E-02   9.54511203E-03   7.25065321E-02  0.485480011       3.89963649E-02  0.123792581      0.693066657      0.211187750      0.258338064       4.53076884E-02  0.150044516      0.229312614      0.133070529       2.33468544E-02   8.55378732E-02   1.45255672E-02  0.188028425      0.159409195      0.102276959       3.13735940E-02  0.119067729       2.36838199E-02  0.852069855      0.146977723       2.88033560E-02  0.826331317      0.185862198       1.51546933E-02   5.02969287E-02   4.25243340E-02  0.606896520    
        1997   1.96349788E-02   6.43547950E-03   6.42878637E-02  0.206652194       1.62409134E-02   5.81442490E-02  0.520915687      0.184806705      0.304625690       6.08310811E-02  0.231744036      0.252528191      0.205212757       9.98144411E-03   3.19639146E-02   2.78619733E-02   8.62391070E-02  0.118258961       8.33059922E-02   7.43286125E-03  0.125717819       4.16912362E-02  0.406153738       4.77862321E-02   1.28246900E-02  0.461373836      0.235171258       6.60004094E-03   1.50876846E-02   2.77710357E-03  0.159612790    
        1998   1.84294339E-02   6.91295182E-03   6.86094314E-02  0.307356715       9.22766235E-03   7.34769702E-02  0.596849084      0.152881324      0.327157885       8.22113901E-02  0.184269130      0.186188921      0.202321678       1.41218305E-02   5.98558970E-02   2.46535186E-02   4.45021652E-02  0.155811548       9.57726389E-02   1.58371273E-02  0.121595673       2.22667940E-02  0.904232025       9.73488912E-02   1.78977195E-02  0.769863844      0.197277337       5.99605171E-03   3.39072496E-02   1.32970000E-02  0.417169422    
        1999   3.58011350E-02   1.28708826E-02   4.65945564E-02  0.380861074       2.00842861E-02   7.99639076E-02  0.639477015      0.148661062      0.310733885       6.41991571E-02  0.137709454      0.171276242      0.143058747       2.22238861E-02   7.26036057E-02   1.78897288E-02   9.12702307E-02  0.193921015       9.71524790E-02   2.03340854E-02  0.106310673       2.88321003E-02  0.705262482      0.112603873       2.48745997E-02  0.783247411      0.226877525       9.43689421E-03   4.32336368E-02   2.34531257E-02  0.483781248    
        2000   5.55139035E-02   3.18589024E-02   5.77901155E-02  0.331518024       4.11385037E-02   9.45285931E-02  0.728385985      0.125976488      0.221116915      0.102737054      0.138402373      0.261367857      0.142893285       4.54761758E-02  0.125178680       1.71075575E-02  0.263392270      0.164449349       7.96968341E-02   2.11713668E-02   9.73613560E-02   2.50097755E-02  0.603289485      0.244317487       6.94011822E-02  0.493962079      0.155775100       1.89383402E-02   4.92443405E-02   2.53141560E-02  0.459586173    
        2001   6.43752739E-02   8.62732157E-03   2.84833740E-02  0.438726991       1.71773490E-02   9.56581011E-02  0.420458049      0.108170837      0.270923167       5.09025902E-02  0.222249061      0.124881528      0.170702517       2.87676305E-02   8.05419385E-02   2.21691970E-02  0.123105049      0.229429573      0.114713006       2.16548536E-02   5.37628420E-02   3.01153027E-02  0.685321987      0.117386445       1.82189923E-02  0.627486348      0.162125409       1.54078435E-02   3.86820436E-02   1.64900608E-02  0.599984765    
        2002   2.94323489E-02   8.17685109E-03   3.35671008E-02  0.286148429       1.46605819E-02   6.10074177E-02  0.409042597      0.147054672      0.278662264       5.79691492E-02  0.199251711      0.135035798      0.206781760       1.34874620E-02   4.30545732E-02   3.20840888E-02   5.79777844E-02  0.160035282       8.50940123E-02   1.87614914E-02   6.29268289E-02   3.47917005E-02  0.452567875       9.94410142E-02   2.08103713E-02  0.455956310      0.199074179       7.63764093E-03   2.50028372E-02   8.10093433E-03  0.461904913    
        2003   3.63433249E-02   2.14289390E-02   4.18256372E-02  0.285342306       3.02984025E-02  0.101629615      0.606456459      0.138797224      0.265805423       5.48347831E-02  0.236766368      0.224216312      0.200714156       2.42620464E-02   7.74140134E-02   2.62801666E-02  0.114020891      0.167350352       9.53553468E-02   2.02643964E-02   7.66692460E-02   3.62282209E-02  0.626966178      0.180663034       3.65008265E-02  0.577666223      0.210362107       1.32591091E-02   3.29567418E-02   3.13940197E-02  0.410027951    
